"Id","Response"
1,0
2,0
3,0
5,0
8,0
10,0
12,0
15,0
17,0
19,0
20,0
21,0
22,0
24,0
25,0
29,0
30,0
32,0
33,0
35,0
36,0
37,0
39,0
40,0
42,0
43,0
45,0
46,0
48,0
50,0
51,0
53,0
54,0
58,0
59,0
60,0
61,0
62,0
64,0
65,0
66,0
67,0
69,0
74,0
77,0
80,0
83,0
85,0
89,0
90,0
94,0
100,0
101,0
105,0
108,0
109,0
110,0
111,0
113,0
114,0
117,0
119,0
121,0
128,0
129,0
130,0
132,0
133,0
134,0
138,0
139,0
141,0
143,0
144,0
147,0
148,0
149,0
150,0
151,0
154,0
155,0
157,0
158,0
161,0
164,0
167,0
168,0
170,0
171,0
172,0
173,0
178,0
180,0
182,0
186,0
189,0
193,0
194,0
195,0
196,0
198,0
199,0
202,0
203,0
204,0
207,0
210,0
211,0
212,0
213,0
214,0
215,0
217,0
218,0
219,0
220,0
222,0
224,0
225,0
227,0
228,0
230,0
231,0
233,0
234,0
236,0
238,0
239,0
241,0
243,0
251,0
252,0
253,0
260,0
262,0
263,0
266,0
267,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
278,0
279,0
281,0
283,0
289,0
291,0
294,0
296,0
298,0
299,0
300,0
301,0
302,0
305,0
306,0
310,0
311,0
313,0
317,0
318,0
326,0
329,0
331,0
333,0
334,0
338,0
340,0
341,0
345,0
346,0
348,0
349,0
350,0
354,0
356,0
357,0
358,0
360,0
367,0
369,0
370,0
371,0
373,0
375,0
378,0
380,0
381,0
385,0
386,0
392,0
393,0
394,0
395,0
397,0
398,0
402,0
408,0
411,0
413,0
414,0
415,0
417,0
418,0
419,0
420,0
422,0
423,0
426,0
432,0
433,0
437,0
438,0
443,0
446,0
447,0
448,0
449,0
453,0
454,0
455,0
458,0
460,0
461,0
462,0
465,0
467,0
468,0
474,0
475,0
480,0
481,0
482,0
483,0
485,0
489,0
490,0
497,0
498,0
501,0
506,0
507,0
509,0
512,0
513,0
514,0
521,0
526,0
528,0
529,0
530,0
531,0
535,0
536,0
537,0
539,0
542,0
543,0
546,0
548,0
549,0
551,0
552,0
554,0
556,0
557,0
559,0
563,0
566,0
568,0
569,0
572,0
574,0
577,0
578,0
